Lexical_Feature,Criterion,Spearman_Coefficient,p_value
narrative_words,Présentation du Sujet,-0.12153591056747429,0.2538242431020062
narrative_words,Structure,0.00020111248655819316,0.9984989802145681
narrative_words,Niveau de Langue,0.09786698750551907,0.35878906979749003
narrative_words,Voix Passive,-0.0023974663537568745,0.9821077739930613
narrative_words,Concision,0.035028696510217436,0.7430879898832192
narrative_words,Redondance,0.219421589889386,0.03771735628897281
narrative_words,Langage Négatif,0.05808111852786237,0.5866045565756213
narrative_words,Métaphore,0.07794768887441977,0.4652361195210136
narrative_words,Discours,0.0625695162637112,0.5579671680151521
narrative_words,L'introduction,0.05583682324384918,0.601170437598376
narrative_words,La conclusion,0.045161283292952666,0.6725401216737599
narrative_words,Persuasivité,0.08063878360885558,0.4499222397296072
narrative_words,Clarté du Langage,0.15272871971290752,0.15068836513274622
narrative_words,Créativité du discours,0.10873815275548661,0.30763854543321656
narrative_words,Global,-0.10059059780913532,0.34550588828013173
comparison_count,Présentation du Sujet,0.04825004899696071,0.6515536859031014
comparison_count,Structure,-0.02298088163282375,0.829769941360888
comparison_count,Niveau de Langue,0.027883659000683018,0.7941845518849404
comparison_count,Voix Passive,-0.0144725740111861,0.8923061113181199
comparison_count,Concision,0.1624736274681161,0.1260168090811494
comparison_count,Redondance,0.1229384810059547,0.24834485631032113
comparison_count,Langage Négatif,-0.163216477298925,0.12427122489752686
comparison_count,Métaphore,-0.0019292330839319482,0.9856017680468598
comparison_count,Discours,0.1251445503038717,0.23989203227696826
comparison_count,L'introduction,0.04958411003095863,0.6425715147531188
comparison_count,La conclusion,0.013351468666669074,0.9006041872839317
comparison_count,Persuasivité,0.04481109282953343,0.6749357559271643
comparison_count,Clarté du Langage,0.06427770806960025,0.547246794641431
comparison_count,Créativité du discours,0.07503727063267428,0.48211361903458505
comparison_count,Global,0.0339789758938469,0.750531437039438
